username,white_rating,black_rating,rating_diff,termination,ECO,total_moves,total_turns,moves_list,time_class,rated,date,year,month,day,white,black,pgn,fen
kotik69,882,847,35,Grizzle84 won by resignation,Queens-Pawn-Opening-1...d5-2.e3,48,24,"['d2d4', 'd7d5', 'e2e3', 'c8f5', 'a2a3', 'b8c6', 'h2h3', 'g8f6', 'g1f3', 'd8d6', 'b1c3', 'a7a6', 'c1d2', 'f6e4', 'c3b5', 'a6b5', 'f1b5', 'a8a5', 'a3a4', 'a5a8', 'f3e5', 'e4d2', 'd1d2', 'f7f6', 'e5c6', 'b7c6', 'b5d3', 'f5e4', 'd3e4', 'd5e4', 'e1g1', 'e7e5', 'c2c3', 'c6c5', 'b2b4', 'c5d4', 'c3d4', 'e5d4', 'e3d4', 'd6b4', 'd2f4', 'f8d6', 'f4e4', 'd6e7', 'e4a8', 'e8f7', 'a8h8', 'b4e1']",blitz,True,2020.12.22,2020,12,22,"{'rating': 882, 'result': 'win', '@id': 'https://api.chess.com/pub/player/grizzle84', 'username': 'Grizzle84'}","{'rating': 847, 'result': 'resigned', '@id': 'https://api.chess.com/pub/player/kotik69', 'username': 'kotik69'}","[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2020.12.22""]
[Round ""-""]
[White ""Grizzle84""]
[Black ""kotik69""]
[Result ""1-0""]
[CurrentPosition ""7Q/2p1bkpp/5p2/8/P2P4/7P/5PP1/R3qRK1 w - -""]
[Timezone ""UTC""]
[ECO ""D00""]
[ECOUrl ""https://www.chess.com/openings/Queens-Pawn-Opening-1...d5-2.e3""]
[UTCDate ""2020.12.22""]
[UTCTime ""14:23:11""]
[WhiteElo ""882""]
[BlackElo ""847""]
[TimeControl ""180""]
[Termination ""Grizzle84 won by resignation""]
[StartTime ""14:23:11""]
[EndDate ""2020.12.22""]
[EndTime ""14:26:59""]
[Link ""https://www.chess.com/live/game/6030582291""]

1. d4 {[%clk 0:03:00]} 1... d5 {[%clk 0:03:00]} 2. e3 {[%clk 0:02:58.8]} 2... Bf5 {[%clk 0:02:58.7]} 3. a3 {[%clk 0:02:57.6]} 3... Nc6 {[%clk 0:02:57.3]} 4. h3 {[%clk 0:02:54.6]} 4... Nf6 {[%clk 0:02:55.5]} 5. Nf3 {[%clk 0:02:51.7]} 5... Qd6 {[%clk 0:02:49.7]} 6. Nc3 {[%clk 0:02:50.5]} 6... a6 {[%clk 0:02:46.3]} 7. Bd2 {[%clk 0:02:44.9]} 7... Ne4 {[%clk 0:02:42.5]} 8. Nb5 {[%clk 0:02:38.4]} 8... axb5 {[%clk 0:02:38.5]} 9. Bxb5 {[%clk 0:02:37.1]} 9... Ra5 {[%clk 0:02:31.1]} 10. a4 {[%clk 0:02:28.5]} 10... Ra8 {[%clk 0:02:25.7]} 11. Ne5 {[%clk 0:02:25.1]} 11... Nxd2 {[%clk 0:02:18.4]} 12. Qxd2 {[%clk 0:02:16.8]} 12... f6 {[%clk 0:02:10.4]} 13. Nxc6 {[%clk 0:02:12.9]} 13... bxc6 {[%clk 0:02:08]} 14. Bd3 {[%clk 0:02:01.9]} 14... Be4 {[%clk 0:02:01.5]} 15. Bxe4 {[%clk 0:01:57.3]} 15... dxe4 {[%clk 0:01:59.6]} 16. O-O {[%clk 0:01:53.1]} 16... e5 {[%clk 0:01:55.1]} 17. c3 {[%clk 0:01:50.2]} 17... c5 {[%clk 0:01:46.6]} 18. b4 {[%clk 0:01:41.8]} 18... cxd4 {[%clk 0:01:43.1]} 19. cxd4 {[%clk 0:01:38.3]} 19... exd4 {[%clk 0:01:36.6]} 20. exd4 {[%clk 0:01:31.9]} 20... Qxb4 {[%clk 0:01:31]} 21. Qf4 {[%clk 0:01:21.5]} 21... Bd6 {[%clk 0:01:24.3]} 22. Qxe4+ {[%clk 0:01:19.9]} 22... Be7 {[%clk 0:01:16.8]} 23. Qxa8+ {[%clk 0:01:17.2]} 23... Kf7 {[%clk 0:01:15.2]} 24. Qxh8 {[%clk 0:01:15.5]} 24... Qe1 {[%clk 0:01:10.9]} 1-0",7Q/2p1bkpp/5p2/8/P2P4/7P/5PP1/R3qRK1 w - -
ufokosm777,675,624,51,Ufokosm777 won by checkmate,Bishops-Opening,35,17,"['e2e4', 'e7e5', 'f1c4', 'g8e7', 'd1f3', 'd7d6', 'f3f7', 'e8d7', 'c4e6', 'd7c6', 'e6d5', 'e7d5', 'e4d5', 'c6c5', 'b2b4', 'c5b4', 'a2a3', 'b4b5', 'b1c3', 'b5c4', 'd2d3', 'c4c3', 'g1e2', 'c3c2', 'a1a2', 'c2d3', 'a2d2', 'd3c4', 'd2c2', 'c4b3', 'f7f3', 'b3c2', 'f3c3', 'c2b1', 'c3b2']",daily,True,2020.12.29,2020,12,29,"{'rating': 675, 'result': 'win', '@id': 'https://api.chess.com/pub/player/ufokosm777', 'username': 'Ufokosm777'}","{'rating': 624, 'result': 'checkmated', '@id': 'https://api.chess.com/pub/player/cyberood', 'username': 'cyberood'}","[Event ""Let's Play!""]
[Site ""Chess.com""]
[Date ""2020.12.29""]
[Round ""-""]
[White ""Ufokosm777""]
[Black ""cyberood""]
[Result ""1-0""]
[CurrentPosition ""rnbq1b1r/ppp3pp/3p4/3Pp3/8/P7/1Q2NPPP/1kB1K2R b K - 3 18""]
[Timezone ""UTC""]
[ECO ""C23""]
[ECOUrl ""https://www.chess.com/openings/Bishops-Opening""]
[UTCDate ""2020.12.29""]
[UTCTime ""20:51:21""]
[WhiteElo ""675""]
[BlackElo ""624""]
[TimeControl ""1/259200""]
[Termination ""Ufokosm777 won by checkmate""]
[StartTime ""20:51:21""]
[EndDate ""2020.12.29""]
[EndTime ""21:12:34""]
[Link ""https://www.chess.com/game/daily/297446062""]

1. e4 {[%clk 71:58:58]} 1... e5 {[%clk 71:59:35]} 2. Bc4 {[%clk 71:59:27]} 2... Ne7 {[%clk 71:58:42]} 3. Qf3 {[%clk 71:59:46]} 3... d6 {[%clk 71:59:44]} 4. Qxf7+ {[%clk 71:59:45]} 4... Kd7 {[%clk 71:57:14]} 5. Be6+ {[%clk 71:59:42]} 5... Kc6 {[%clk 71:59:37]} 6. Bd5+ {[%clk 71:59:46]} 6... Nxd5 {[%clk 71:59:41]} 7. exd5+ {[%clk 71:59:36]} 7... Kc5 {[%clk 71:59:03]} 8. b4+ {[%clk 71:59:36]} 8... Kxb4 {[%clk 71:59:41]} 9. a3+ {[%clk 71:59:52]} 9... Kb5 {[%clk 71:59:50]} 10. Nc3+ {[%clk 71:59:42]} 10... Kc4 {[%clk 71:59:54]} 11. d3+ {[%clk 71:59:36]} 11... Kxc3 {[%clk 71:57:44]} 12. Ne2+ {[%clk 71:58:13]} 12... Kxc2 {[%clk 71:59:37]} 13. Ra2+ {[%clk 71:59:44]} 13... Kxd3 {[%clk 71:59:00]} 14. Rd2+ {[%clk 71:59:43]} 14... Kc4 {[%clk 71:59:11]} 15. Rc2+ {[%clk 71:59:25]} 15... Kb3 {[%clk 71:59:45]} 16. Qf3+ {[%clk 71:59:48]} 16... Kxc2 {[%clk 71:59:31]} 17. Qc3+ {[%clk 71:59:12]} 17... Kb1 {[%clk 71:59:35]} 18. Qb2# {[%clk 71:59:32]} 1-0",rnbq1b1r/ppp3pp/3p4/3Pp3/8/P7/1Q2NPPP/1kB1K2R b K - 3 18
casey_027,980,916,64,Casey_027 won by checkmate,Petrovs-Defense-Classical-Variation,109,54,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'f3e5', 'd8e7', 'e5f3', 'f6e4', 'd1e2', 'b8c6', 'd2d3', 'e4c5', 'c1g5', 'f7f6', 'g5e3', 'c6b4', 'e3c5', 'd7d6', 'c5b4', 'e7e2', 'f1e2', 'c8e6', 'e1g1', 'e8c8', 'b1c3', 'c7c5', 'b4a3', 'b7b5', 'c3b5', 'a7a6', 'b5c3', 'a6a5', 'd3d4', 'c5d4', 'f3d4', 'e6f7', 'c3b5', 'd6d5', 'a3f8', 'h8f8', 'e2g4', 'c8b7', 'a2a4', 'f7g6', 'g4f5', 'g6f5', 'd4f5', 'f8e8', 'f5g7', 'e8e7', 'g7f5', 'e7f7', 'b5d4', 'b7a6', 'd4c6', 'd8c8', 'c6d4', 'f7c7', 'c2c3', 'h7h5', 'f5d6', 'c8d8', 'd6f5', 'a6b6', 'd4e6', 'd8g8', 'e6c7', 'b6c7', 'f5e7', 'g8e8', 'e7d5', 'c7d6', 'd5f6', 'e8e6', 'f6h5', 'd6c5', 'f1d1', 'e6e2', 'a1b1', 'c5c4', 'h5f4', 'e2c2', 'h2h4', 'c4b3', 'd1d7', 'c2b2', 'd7b7', 'b3a2', 'b1b2', 'a2a1', 'b2b1', 'a1a2', 'b7b2', 'a2a3', 'h4h5', 'a3a4', 'h5h6', 'a4a3', 'h6h7', 'a3a4', 'h7h8q', 'a4a3', 'h8f8', 'a3a4', 'f8e8', 'a4a3', 'e8b5', 'a5a4', 'b1a1']",blitz,True,2018.04.20,2018,4,20,"{'rating': 980, 'result': 'win', '@id': 'https://api.chess.com/pub/player/casey_027', 'username': 'Casey_027'}","{'rating': 916, 'result': 'checkmated', '@id': 'https://api.chess.com/pub/player/vigneshraikar', 'username': 'VigneshRaikar'}","[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2018.04.20""]
[Round ""-""]
[White ""Casey_027""]
[Black ""VigneshRaikar""]
[Result ""1-0""]
[CurrentPosition ""8/8/8/1Q6/p4N2/k1P5/1R3PP1/R5K1 b - -""]
[Timezone ""UTC""]
[ECO ""C42""]
[ECOUrl ""https://www.chess.com/openings/Petrovs-Defense-Classical-Variation""]
[UTCDate ""2018.04.20""]
[UTCTime ""12:14:08""]
[WhiteElo ""980""]
[BlackElo ""916""]
[TimeControl ""300""]
[Termination ""Casey_027 won by checkmate""]
[StartTime ""12:14:08""]
[EndDate ""2018.04.20""]
[EndTime ""12:20:44""]
[Link ""https://www.chess.com/live/game/2757622622""]

1. e4 {[%clk 0:04:59.9]} 1... e5 {[%clk 0:04:59.7]} 2. Nf3 {[%clk 0:04:57.3]} 2... Nf6 {[%clk 0:04:58.3]} 3. Nxe5 {[%clk 0:04:55]} 3... Qe7 {[%clk 0:04:57.4]} 4. Nf3 {[%clk 0:04:47.2]} 4... Nxe4 {[%clk 0:04:55.9]} 5. Qe2 {[%clk 0:04:47.1]} 5... Nc6 {[%clk 0:04:51]} 6. d3 {[%clk 0:04:41.5]} 6... Nc5 {[%clk 0:04:41.2]} 7. Bg5 {[%clk 0:04:39.6]} 7... f6 {[%clk 0:04:39.3]} 8. Be3 {[%clk 0:04:29.9]} 8... Nb4 {[%clk 0:04:36.5]} 9. Bxc5 {[%clk 0:04:26.8]} 9... d6 {[%clk 0:04:34.6]} 10. Bxb4 {[%clk 0:04:24.5]} 10... Qxe2+ {[%clk 0:04:31.9]} 11. Bxe2 {[%clk 0:04:24.4]} 11... Be6 {[%clk 0:04:27.7]} 12. O-O {[%clk 0:04:18.2]} 12... O-O-O {[%clk 0:04:26.2]} 13. Nc3 {[%clk 0:04:09.1]} 13... c5 {[%clk 0:04:24.2]} 14. Ba3 {[%clk 0:04:07.2]} 14... b5 {[%clk 0:04:23]} 15. Nxb5 {[%clk 0:04:04.7]} 15... a6 {[%clk 0:04:20.4]} 16. Nc3 {[%clk 0:03:56.4]} 16... a5 {[%clk 0:04:13.6]} 17. d4 {[%clk 0:03:51.6]} 17... cxd4 {[%clk 0:04:12.2]} 18. Nxd4 {[%clk 0:03:51.5]} 18... Bf7 {[%clk 0:04:09.3]} 19. Ncb5 {[%clk 0:03:46.1]} 19... d5 {[%clk 0:04:01.1]} 20. Bxf8 {[%clk 0:03:43.1]} 20... Rhxf8 {[%clk 0:03:59.6]} 21. Bg4+ {[%clk 0:03:42.4]} 21... Kb7 {[%clk 0:03:57.1]} 22. a4 {[%clk 0:03:28.5]} 22... Bg6 {[%clk 0:03:52.3]} 23. Bf5 {[%clk 0:03:25]} 23... Bxf5 {[%clk 0:03:49.8]} 24. Nxf5 {[%clk 0:03:24.9]} 24... Rfe8 {[%clk 0:03:46.4]} 25. Nxg7 {[%clk 0:03:22.7]} 25... Re7 {[%clk 0:03:42.7]} 26. Nf5 {[%clk 0:03:18.1]} 26... Rf7 {[%clk 0:03:40.5]} 27. Nbd4 {[%clk 0:03:14.7]} 27... Ka6 {[%clk 0:03:34.2]} 28. Nc6 {[%clk 0:03:11.2]} 28... Rc8 {[%clk 0:03:30.6]} 29. Ncd4 {[%clk 0:03:05.9]} 29... Rfc7 {[%clk 0:03:20.9]} 30. c3 {[%clk 0:03:01.8]} 30... h5 {[%clk 0:03:17.6]} 31. Nd6 {[%clk 0:02:59.9]} 31... Rd8 {[%clk 0:03:13.3]} 32. N6f5 {[%clk 0:02:52.2]} 32... Kb6 {[%clk 0:03:09.2]} 33. Ne6 {[%clk 0:02:50.8]} 33... Rg8 {[%clk 0:03:01.1]} 34. Nxc7 {[%clk 0:02:48.1]} 34... Kxc7 {[%clk 0:02:59.8]} 35. Ne7 {[%clk 0:02:44.5]} 35... Re8 {[%clk 0:02:57]} 36. Nxd5+ {[%clk 0:02:42.9]} 36... Kd6 {[%clk 0:02:55.5]} 37. Nxf6 {[%clk 0:02:41.5]} 37... Re6 {[%clk 0:02:50.9]} 38. Nxh5 {[%clk 0:02:40.4]} 38... Kc5 {[%clk 0:02:48.5]} 39. Rfd1 {[%clk 0:02:35.7]} 39... Re2 {[%clk 0:02:46.5]} 40. Rab1 {[%clk 0:02:33.1]} 40... Kc4 {[%clk 0:02:42.4]} 41. Nf4 {[%clk 0:02:31.3]} 41... Rc2 {[%clk 0:02:38.3]} 42. h4 {[%clk 0:02:22.3]} 42... Kb3 {[%clk 0:02:32]} 43. Rd7 {[%clk 0:02:18.3]} 43... Rxb2 {[%clk 0:02:25.4]} 44. Rb7+ {[%clk 0:02:17.5]} 44... Ka2 {[%clk 0:02:22]} 45. R1xb2+ {[%clk 0:02:17]} 45... Ka1 {[%clk 0:02:18.2]} 46. Rb1+ {[%clk 0:02:13.8]} 46... Ka2 {[%clk 0:02:16.9]} 47. R7b2+ {[%clk 0:02:12.8]} 47... Ka3 {[%clk 0:02:15.8]} 48. h5 {[%clk 0:02:09.6]} 48... Kxa4 {[%clk 0:02:13.6]} 49. h6 {[%clk 0:02:09.5]} 49... Ka3 {[%clk 0:02:12.4]} 50. h7 {[%clk 0:02:09.4]} 50... Ka4 {[%clk 0:02:11.1]} 51. h8=Q {[%clk 0:02:09.3]} 51... Ka3 {[%clk 0:02:09.9]} 52. Qf8+ {[%clk 0:02:06.4]} 52... Ka4 {[%clk 0:02:08]} 53. Qe8+ {[%clk 0:02:01.3]} 53... Ka3 {[%clk 0:02:06.5]} 54. Qb5 {[%clk 0:01:57.7]} 54... a4 {[%clk 0:02:04.6]} 55. Ra1# {[%clk 0:01:46.9]} 1-0",8/8/8/1Q6/p4N2/k1P5/1R3PP1/R5K1 b - -
evgeny0908,898,906,8,Evgeny0908 won by checkmate,Queens-Pawn-Opening-1...d6,50,25,"['d2d4', 'd7d6', 'b1c3', 'c7c6', 'g1f3', 'c8d7', 'c1g5', 'd8c8', 'c3e4', 'd6d5', 'e4c5', 'b7b6', 'c5d7', 'c8d7', 'f3e5', 'd7f5', 'd1d2', 'h7h6', 'g5f4', 'g7g5', 'f4e3', 'g8f6', 'e1c1', 'f6e4', 'd2e1', 'b8d7', 'f2f3', 'd7e5', 'f3e4', 'f5e4', 'd4e5', 'e4e5', 'e1f2', 'f8g7', 'e3b6', 'e5b2', 'c1d2', 'a7b6', 'f2b6', 'b2b6', 'e2e4', 'g7c3', 'd2c3', 'a8a3', 'c3d2', 'b6b4', 'd2c1', 'a3a2', 'f1d3', 'a2a1']",bullet,True,2020.08.08,2020,8,8,"{'rating': 898, 'result': 'checkmated', '@id': 'https://api.chess.com/pub/player/queenfirst', 'username': 'queenfirst'}","{'rating': 906, 'result': 'win', '@id': 'https://api.chess.com/pub/player/evgeny0908', 'username': 'Evgeny0908'}","[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2020.08.08""]
[Round ""-""]
[White ""queenfirst""]
[Black ""Evgeny0908""]
[Result ""0-1""]
[CurrentPosition ""4k2r/4pp2/2p4p/3p2p1/1q2P3/3B4/2P3PP/r1KR3R w k -""]
[Timezone ""UTC""]
[ECO ""A41""]
[ECOUrl ""https://www.chess.com/openings/Queens-Pawn-Opening-1...d6""]
[UTCDate ""2020.08.08""]
[UTCTime ""05:36:44""]
[WhiteElo ""898""]
[BlackElo ""906""]
[TimeControl ""60""]
[Termination ""Evgeny0908 won by checkmate""]
[StartTime ""05:36:44""]
[EndDate ""2020.08.08""]
[EndTime ""05:38:31""]
[Link ""https://www.chess.com/live/game/5267273078""]

1. d4 {[%clk 0:00:59.9]} 1... d6 {[%clk 0:00:59.9]} 2. Nc3 {[%clk 0:00:59.5]} 2... c6 {[%clk 0:00:59.1]} 3. Nf3 {[%clk 0:00:59.4]} 3... Bd7 {[%clk 0:00:58.6]} 4. Bg5 {[%clk 0:00:58.6]} 4... Qc8 {[%clk 0:00:56]} 5. Ne4 {[%clk 0:00:54.5]} 5... d5 {[%clk 0:00:54.4]} 6. Nc5 {[%clk 0:00:52.5]} 6... b6 {[%clk 0:00:51.3]} 7. Nxd7 {[%clk 0:00:51.1]} 7... Qxd7 {[%clk 0:00:50.3]} 8. Ne5 {[%clk 0:00:49.8]} 8... Qf5 {[%clk 0:00:48.5]} 9. Qd2 {[%clk 0:00:44.7]} 9... h6 {[%clk 0:00:44.6]} 10. Bf4 {[%clk 0:00:43]} 10... g5 {[%clk 0:00:43.9]} 11. Be3 {[%clk 0:00:40.2]} 11... Nf6 {[%clk 0:00:43.2]} 12. O-O-O {[%clk 0:00:37.1]} 12... Ne4 {[%clk 0:00:42.4]} 13. Qe1 {[%clk 0:00:35.3]} 13... Nd7 {[%clk 0:00:41.5]} 14. f3 {[%clk 0:00:34.3]} 14... Nxe5 {[%clk 0:00:40.5]} 15. fxe4 {[%clk 0:00:32.3]} 15... Qxe4 {[%clk 0:00:33.4]} 16. dxe5 {[%clk 0:00:31]} 16... Qxe5 {[%clk 0:00:32.8]} 17. Qf2 {[%clk 0:00:28.4]} 17... Bg7 {[%clk 0:00:32.1]} 18. Bxb6 {[%clk 0:00:23.7]} 18... Qxb2+ {[%clk 0:00:30.6]} 19. Kd2 {[%clk 0:00:17.7]} 19... axb6 {[%clk 0:00:28.8]} 20. Qxb6 {[%clk 0:00:14.7]} 20... Qxb6 {[%clk 0:00:27.1]} 21. e4 {[%clk 0:00:11.2]} 21... Bc3+ {[%clk 0:00:24.3]} 22. Kxc3 {[%clk 0:00:09.6]} 22... Ra3+ {[%clk 0:00:23.5]} 23. Kd2 {[%clk 0:00:08.3]} 23... Qb4+ {[%clk 0:00:22.8]} 24. Kc1 {[%clk 0:00:06.6]} 24... Rxa2 {[%clk 0:00:22.2]} 25. Bd3 {[%clk 0:00:05.6]} 25... Ra1# {[%clk 0:00:20.4]} 0-1",4k2r/4pp2/2p4p/3p2p1/1q2P3/3B4/2P3PP/r1KR3R w k -
naturplay,1727,1775,48,NaturPlay won by resignation,London-System-3...c5,20,10,"['d2d4', 'd7d5', 'g1f3', 'g8f6', 'c1f4', 'c7c5', 'c2c3', 'd8b6', 'd1c2', 'g7g6', 'e2e3', 'c8f5', 'f1d3', 'f5d3', 'c2d3', 'b6b2', 'f3d2', 'b2c1', 'e1e2', 'c1h1']",blitz,True,2015.08.16,2015,8,16,"{'rating': 1727, 'result': 'resigned', '@id': 'https://api.chess.com/pub/player/meltesian', 'username': 'meltesian'}","{'rating': 1775, 'result': 'win', '@id': 'https://api.chess.com/pub/player/naturplay', 'username': 'NaturPlay'}","[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2015.08.16""]
[Round ""-""]
[White ""meltesian""]
[Black ""NaturPlay""]
[Result ""0-1""]
[CurrentPosition ""rn2kb1r/pp2pp1p/5np1/2pp4/3P1B2/2PQP3/P2NKPPP/RN5q w kq -""]
[Timezone ""UTC""]
[ECO ""D02""]
[ECOUrl ""https://www.chess.com/openings/London-System-3...c5""]
[UTCDate ""2015.08.16""]
[UTCTime ""15:16:34""]
[WhiteElo ""1727""]
[BlackElo ""1775""]
[TimeControl ""600""]
[Termination ""NaturPlay won by resignation""]
[StartTime ""15:16:34""]
[EndDate ""2015.08.16""]
[EndTime ""15:18:31""]
[Link ""https://www.chess.com/live/game/1249544532""]

1. d4 {[%clk 0:09:59.3]} 1... d5 {[%clk 0:09:58.3]} 2. Nf3 {[%clk 0:09:57.3]} 2... Nf6 {[%clk 0:09:56.5]} 3. Bf4 {[%clk 0:09:55.7]} 3... c5 {[%clk 0:09:54.6]} 4. c3 {[%clk 0:09:53.8]} 4... Qb6 {[%clk 0:09:53.2]} 5. Qc2 {[%clk 0:09:46.3]} 5... g6 {[%clk 0:09:47]} 6. e3 {[%clk 0:09:45.1]} 6... Bf5 {[%clk 0:09:44.4]} 7. Bd3 {[%clk 0:09:43.8]} 7... Bxd3 {[%clk 0:09:42.7]} 8. Qxd3 {[%clk 0:09:39]} 8... Qxb2 {[%clk 0:09:41.2]} 9. Nfd2 {[%clk 0:09:20.1]} 9... Qc1+ {[%clk 0:09:25.5]} 10. Ke2 {[%clk 0:09:17.1]} 10... Qxh1 {[%clk 0:09:22.9]} 0-1",rn2kb1r/pp2pp1p/5np1/2pp4/3P1B2/2PQP3/P2NKPPP/RN5q w kq -
itprodavets,1394,1437,43,otaviodieguez won by checkmate,Sicilian-Defense-2.d3,54,27,"['e2e4', 'c7c5', 'd2d3', 'd7d6', 'b1c3', 'e7e6', 'c3d5', 'e6d5', 'e4d5', 'g8f6', 'd1e2', 'd8e7', 'c2c4', 'e7e2', 'f1e2', 'g7g6', 'g1f3', 'f8g7', 'f3g5', 'e8g8', 'h2h4', 'f8e8', 'h4h5', 'c8g4', 'f2f3', 'g4h5', 'g2g4', 'h5g4', 'f3g4', 'h7h6', 'g5e4', 'f6e4', 'd3e4', 'e8e4', 'c1d2', 'b8d7', 'e1c1', 'e4e2', 'h1f1', 'a8e8', 'f1f3', 'd7e5', 'f3f4', 'e5d3', 'c1c2', 'd3f4', 'd1f1', 'f4g2', 'a2a4', 'g2e3', 'c2d3', 'e3f1', 'd2e3', 'e8e3']",bullet,True,2018.08.14,2018,8,14,"{'rating': 1394, 'result': 'checkmated', '@id': 'https://api.chess.com/pub/player/itprodavets', 'username': 'itprodavets'}","{'rating': 1437, 'result': 'win', '@id': 'https://api.chess.com/pub/player/otaviodieguez', 'username': 'otaviodieguez'}","[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2018.08.14""]
[Round ""-""]
[White ""itprodavets""]
[Black ""otaviodieguez""]
[Result ""0-1""]
[CurrentPosition ""6k1/pp3pb1/3p2pp/2pP4/P1P3P1/3Kr3/1P2r3/5n2 w - -""]
[Timezone ""UTC""]
[ECO ""B20""]
[ECOUrl ""https://www.chess.com/openings/Sicilian-Defense-2.d3""]
[UTCDate ""2018.08.14""]
[UTCTime ""22:26:22""]
[WhiteElo ""1394""]
[BlackElo ""1437""]
[TimeControl ""60""]
[Termination ""otaviodieguez won by checkmate""]
[StartTime ""22:26:22""]
[EndDate ""2018.08.14""]
[EndTime ""22:27:48""]
[Link ""https://www.chess.com/live/game/3006598568""]

1. e4 {[%clk 0:00:59.9]} 1... c5 {[%clk 0:00:59.6]} 2. d3 {[%clk 0:00:59.8]} 2... d6 {[%clk 0:00:59.1]} 3. Nc3 {[%clk 0:00:59.6]} 3... e6 {[%clk 0:00:58.8]} 4. Nd5 {[%clk 0:00:59.5]} 4... exd5 {[%clk 0:00:58]} 5. exd5 {[%clk 0:00:58.5]} 5... Nf6 {[%clk 0:00:57.6]} 6. Qe2+ {[%clk 0:00:58.4]} 6... Qe7 {[%clk 0:00:56.9]} 7. c4 {[%clk 0:00:58.3]} 7... Qxe2+ {[%clk 0:00:55.7]} 8. Bxe2 {[%clk 0:00:57.8]} 8... g6 {[%clk 0:00:55]} 9. Nf3 {[%clk 0:00:57.3]} 9... Bg7 {[%clk 0:00:54.6]} 10. Ng5 {[%clk 0:00:56.4]} 10... O-O {[%clk 0:00:53.8]} 11. h4 {[%clk 0:00:53.8]} 11... Re8 {[%clk 0:00:53.1]} 12. h5 {[%clk 0:00:52.3]} 12... Bg4 {[%clk 0:00:50.1]} 13. f3 {[%clk 0:00:49]} 13... Bxh5 {[%clk 0:00:49.3]} 14. g4 {[%clk 0:00:47.6]} 14... Bxg4 {[%clk 0:00:43.4]} 15. fxg4 {[%clk 0:00:46.8]} 15... h6 {[%clk 0:00:42.6]} 16. Ne4 {[%clk 0:00:43.1]} 16... Nxe4 {[%clk 0:00:41.9]} 17. dxe4 {[%clk 0:00:42.2]} 17... Rxe4 {[%clk 0:00:41.6]} 18. Bd2 {[%clk 0:00:39.4]} 18... Nd7 {[%clk 0:00:40.8]} 19. O-O-O {[%clk 0:00:38.3]} 19... Rxe2 {[%clk 0:00:40]} 20. Rhf1 {[%clk 0:00:37]} 20... Rae8 {[%clk 0:00:37]} 21. Rf3 {[%clk 0:00:35.7]} 21... Ne5 {[%clk 0:00:35.7]} 22. Rf4 {[%clk 0:00:33]} 22... Nd3+ {[%clk 0:00:34.1]} 23. Kc2 {[%clk 0:00:31.5]} 23... Nxf4 {[%clk 0:00:33.4]} 24. Rf1 {[%clk 0:00:28.9]} 24... Ng2 {[%clk 0:00:30.6]} 25. a4 {[%clk 0:00:25.1]} 25... Ne3+ {[%clk 0:00:30]} 26. Kd3 {[%clk 0:00:21.1]} 26... Nxf1 {[%clk 0:00:29.3]} 27. Be3 {[%clk 0:00:20.7]} 27... R8xe3# {[%clk 0:00:27.5]} 0-1",6k1/pp3pb1/3p2pp/2pP4/P1P3P1/3Kr3/1P2r3/5n2 w - -
